EmployeeID,FullName,Skill,Rating
E1549,Jeanne Wilson,Technical,3
E1550,Meghan Thomas,Technical,3
E1551,Deanna Gardner,Technical,5
E1552,Ronald Gonzales,Technical,2
E1553,Kevin Huber,Technical,5
E1554,Jeffrey Harrington,Technical,4
E1555,Teresa Lopez,Technical,2
E1556,Lisa Sampson,Technical,2.5
E1557,Gregg Roberts,Technical,2.5
E1558,Kathryn Diaz,Technical,4
E1559,Cheryl Thomas,Technical,1
E1560,Cynthia Williams,Technical,2
E1561,Shannon Brown,Technical,1
E1562,Anthony Michael,Technical,3.5
E1563,April Jenkins,Technical,1.5
E1564,Faith Thomas,Technical,1
E1565,Michael Simmons,Technical,5
E1566,Emily Andrews,Technical,2
E1567,Nicholas Washington PhD,Technical,4.5
E1568,Miguel Snyder,Technical,3.5
E1569,Darrell Davis,Technical,5
E1570,James Sanders,Technical,3.5
E1571,Sophia Rodriguez,Technical,2.5
E1572,Emily Velez,Technical,2.5
E1573,Eric Bond,Technical,5
E1574,Rick Davis,Technical,4
E1575,Curtis Fisher,Technical,4
E1576,Terri Gonzalez,Technical,1
E1577,Dakota Braun,Technical,2.5
E1578,Bianca Miller,Technical,4
E1579,Stephanie Leblanc,Technical,2
E1580,Michael Alvarado,Technical,2
E1581,Rhonda Gomez,Technical,2
E1582,Kimberly Gill,Technical,3.5
E1583,Wayne Edwards,Technical,5
E1584,Jared Santana,Technical,1.5
E1585,Barbara Jones,Technical,1.5
E1586,Justin Gallagher,Technical,3.5
E1587,John Glover,Technical,2.5
E1588,Sharon Johnson,Technical,3.5
E1589,Brian Gordon,Technical,5
E1590,Travis Hampton,Technical,1.5
E1591,Donald Turner,Technical,2.5
E1592,Monica Lloyd,Technical,3
E1593,Katherine Hall,Technical,1
E1594,Troy Lambert,Technical,5
E1595,Robert Galvan,Technical,5
E1596,Aaron Mccann,Technical,1
E1597,John Daniels,Technical,5
E1598,Yvonne Fox,Technical,1.5
E1599,John Munoz,Technical,5
E1600,Anna Gaines DVM,Technical,4.5
E1601,Christine Bean,Technical,5
E1602,Nancy Barber,Technical,5
E1603,Ian Scott,Technical,4
E1604,Alyssa Jones,Technical,3.5
E1605,Jennifer Morris,Technical,1.5
E1606,Jamie Shaffer,Technical,1.5
E1607,Justin Duarte,Technical,1.5
E1608,Amanda Nichols,Technical,5
E1609,Margaret Ramirez,Technical,1.5
E1610,James Smith,Technical,2
E1611,Melinda Brooks,Technical,2.5
E1612,Karen Thomas,Technical,2.5
E1613,John Miller,Technical,2
E1614,Damon Smith,Technical,4.5
E1615,Dr. Kelly Phillips MD,Technical,4
E1616,Stephen Perkins,Technical,3.5
E1617,Alicia Murphy,Technical,3.5
E1618,Kyle Riddle,Technical,1
E1619,Nathaniel Miles,Technical,5
E1620,Frank Edwards,Technical,1
E1621,Allison Wilson,Technical,3
E1622,Donald Johnson,Technical,5
E1623,Tara Terrell,Technical,3.5
E1624,Carlos Figueroa,Technical,3.5
E1625,Bonnie Black,Technical,1.5
E1626,Pamela Perez,Technical,4
E1627,Travis Burns,Technical,1.5
E1628,Marisa Smith,Technical,3.5
E1629,Richard Sanchez,Technical,1.5
E1630,Brittany Nichols,Technical,4
E1631,Colleen Scott,Technical,5
E1632,Mary Medina,Technical,3.5
E1633,Denise Hooper,Technical,2.5
E1634,Amanda Meyers,Technical,1.5
E1635,Amber Phillips,Technical,1.5
E1636,Marie Miller,Technical,4.5
E1637,Kathryn Morris,Technical,3
E1638,Makayla Williamson,Technical,2.5
E1639,Mark Marquez,Technical,3
E1640,Kari Clark,Technical,2
E1641,Adam Soto,Technical,1
E1642,Alexa Mayer,Technical,4
E1643,James Taylor,Technical,4.5
E1644,Michael Moore,Technical,3
E1645,Maria Hall,Technical,2.5
E1646,Clifford Fuentes,Technical,1.5
E1647,Jacob Jackson,Technical,5
E1648,Kenneth Cline,Technical,2
E1649,John Crawford,Technical,4
E1650,Mr. David Cook,Technical,3
E1651,Megan Daniel,Technical,2
E1652,Tyler Sanders,Technical,3
E1653,Jacob Duncan,Technical,2
E1654,Sarah Obrien,Technical,4
E1655,Bryan Johnson,Technical,2
E1656,Karen Vance,Technical,4.5
E1657,Joseph Mendez,Technical,1.5
E1658,Vanessa Ball,Technical,3
E1659,Anthony Henry,Technical,2
E1660,Ann Martin,Technical,5
E1661,Chad Perez,Technical,3
E1662,Diana Wood,Technical,2.5
E1663,Mrs. Sarah Byrd,Technical,1
E1664,Kaitlyn Barrett,Technical,1
E1665,Heather Larson,Technical,2.5
E1666,Sarah Robles,Technical,4.5
E1667,Julie Brown,Technical,4.5
E1668,James Anderson,Technical,2
E1669,Rachel Peterson,Technical,5
E1670,Mrs. Kelly Gutierrez,Technical,4.5
E1671,Ruth Castillo,Technical,3
E1672,David Briggs,Technical,1
E1673,Ronald Harvey,Technical,4
E1674,William Keller,Technical,5
E1675,Vickie Swanson,Technical,1.5
E1676,Krystal Ross,Technical,2.5
E1677,Leslie Warren,Technical,3
E1678,Dawn James,Technical,3.5
E1679,Mr. Benjamin Chang,Technical,5
E1680,Megan Davis,Technical,4
E1681,Amber Barnes,Technical,1.5
E1682,Jessica Hicks,Technical,2
E1683,Paul Gonzalez,Technical,5
E1684,Brian Rodriguez,Technical,3.5
E1685,Clinton Armstrong,Technical,4.5
E1686,James Stevenson,Technical,3
E1687,Nancy Bradley,Technical,3.5
E1688,Dwayne Harris,Technical,3
E1689,Melissa Fitzgerald,Technical,4
E1690,Jennifer Walker,Technical,4
E1691,Angela Smith,Technical,3
E1692,Daniel Smith,Technical,1.5
E1693,Mary Landry,Technical,4.5
E1694,Laura Webb,Technical,1.5
E1695,Elaine Roberts,Technical,2
E1696,Rebecca Flores,Technical,2.5
E1697,Sherry Blackwell,Technical,3
E1698,Caitlyn Guerrero,Technical,4.5
E1699,Joann Gutierrez,Technical,1.5
E1700,Joseph Lester,Technical,4.5
E1701,Jacob Murphy,Technical,3.5
E1702,Sarah Fuentes,Technical,2
E1703,Daniel Porter,Technical,1
E1704,Jessica Spence,Technical,2.5
E1705,Jennifer Walsh,Technical,5
E1706,Theodore Cruz,Technical,4.5
E1707,Jordan Pacheco,Technical,2.5
E1708,Michael Anderson,Technical,1.5
E1709,Molly Bradley,Technical,2.5
E1710,Jonathan Elliott,Technical,5
E1711,Peter Padilla,Technical,3
E1712,Larry Baldwin,Technical,2
E1713,Nancy Rhodes,Technical,1.5
E1714,Karen Ellis,Technical,1.5
E1715,Cynthia Moss,Technical,3.5
E1716,Karen Erickson,Technical,1
E1717,Daniel Gray,Technical,4.5
E1718,Cassandra Benitez,Technical,1
E1719,Vanessa Madden,Technical,2.5
E1720,Jonathan Lane,Technical,1.5
E1721,Teresa Stewart,Technical,5
E1722,Kimberly Barnes,Technical,4
E1723,Tyler Jones,Technical,4.5
E1724,Debra Ortiz,Technical,4
E1725,Susan Mclaughlin MD,Technical,2.5
E1726,Danielle Cox,Technical,1
E1727,Ryan Webb,Technical,3
E1728,Marcus Mendoza,Technical,5
E1729,Kim Clarke,Technical,4.5
E1730,Jasmine Anderson,Technical,1
E1731,Kristen Frazier,Technical,2.5
E1732,Hannah Acevedo,Technical,3.5
E1733,Jeffrey Gross,Technical,3
E1734,Robert Lester,Technical,1
E1735,Scott Powell,Technical,4
E1736,Edward Miller,Technical,2
E1737,Gregory Leonard,Technical,3
E1738,Richard Lopez,Technical,4.5
E1739,Cameron Ramirez,Technical,1.5
E1740,David Flowers,Technical,1.5
E1741,Brittany Wilson,Technical,5
E1742,Kristina Bryan,Technical,4.5
E1743,Gina Henderson,Technical,4.5
E1744,Keith May,Technical,2
E1745,Ryan Patterson,Technical,4.5
E1746,Samantha Simmons,Technical,5
E1747,Maria Marquez,Technical,5
E1748,Ronald Wade,Technical,2
E1749,Ashley Yang,Technical,3
E1750,Andre Pittman,Technical,1
E1751,Justin Bailey,Technical,5
E1752,Kelly Johnson,Technical,1.5
E1753,Jacob Barnett,Technical,1.5
E1754,Michael Brown,Technical,5
E1755,Christopher Avery,Technical,4.5
E1756,Larry Campbell,Technical,5
E1757,Kevin Dean,Technical,5
E1758,Alex Jenkins,Technical,4.5
E1759,Michael Flores,Technical,2
E1760,Kayla Galloway,Technical,4
E1761,Amanda Patterson,Technical,2.5
E1762,Hailey Hughes,Technical,1
E1763,Lisa Lucero,Technical,1.5
E1764,Mr. Martin Deleon,Technical,4.5
E1765,Chase Patterson,Technical,2
E1766,Chelsea Hansen,Technical,2.5
E1767,Terry Morrison,Technical,4
E1768,Alexandra Myers,Technical,4
E1769,Katherine Wong MD,Technical,4
E1770,Heather Campbell,Technical,1
E1771,Paula Maxwell,Technical,5
E1772,Robin Keith,Technical,1
E1773,Bradley Bentley,Technical,3.5
E1774,Amy Blair,Technical,3.5
E1775,Amber Cox,Technical,1
E1776,Jacob Miller,Technical,4.5
E1777,Hannah Jones,Technical,1.5
E1778,Donald Choi,Technical,4.5
E1779,Robert Garcia,Technical,4
E1780,Nicole Hines,Technical,5
E1781,Michael Evans,Technical,3.5
E1782,Diane Jackson,Technical,4
E1783,Dustin Andrews,Technical,2
E1784,Timothy Graves,Technical,3.5
E1785,Jennifer Phillips,Technical,3
E1786,Carlos Smith,Technical,4
E1787,Denise Cannon,Technical,4.5
E1788,Latasha Robinson,Technical,1
E1789,Jason Nguyen,Technical,3
E1790,John Dawson,Technical,4.5
E1791,Wesley Brown,Technical,2
E1792,Shannon Strickland,Technical,4.5
E1793,Connie Hawkins,Technical,4
E1794,Cindy Brooks,Technical,2
E1795,Mrs. Amy Nguyen,Technical,3.5
E1796,Casey Gentry,Technical,5
E1797,Victoria Ruiz,Technical,3.5
E1798,David Smith,Technical,1
E1799,James Steele,Technical,1.5
E1800,William Thomas,Technical,4.5
E1801,James Mccoy,Technical,1.5
E1802,Scott Cox,Technical,2
E1803,Shannon Alexander,Technical,1
E1804,Steven Castro,Technical,1.5
E1805,Jack Mckay,Technical,5
E1806,Michael Sanchez,Technical,1.5
E1807,Heather Dunn,Technical,4
E1808,Melissa Boyd,Technical,1
E1809,Brandon Vega MD,Technical,1
E1810,Luke Guzman,Technical,3
E1811,Angela Rhodes,Technical,1.5
E1812,Joseph Jones,Technical,5
E1813,Alexis Wilson,Technical,1
E1814,Holly Hernandez,Technical,3.5
E1815,Steven Garcia,Technical,4.5
E1816,Samantha Blankenship,Technical,3
E1817,Shawn Harding,Technical,1
E1818,William Miller,Technical,5
E1819,Michele Ward,Technical,1.5
E1820,Robert Garcia,Technical,1.5
E1821,David Brooks,Technical,2.5
E1822,Adam Bowman,Technical,1
E1823,Robert Lopez,Technical,5
E1824,Dalton Jackson,Technical,3
E1825,Christian Shaw,Technical,3.5
E1826,Curtis Long,Technical,3
E1827,Gerald Williams,Technical,4
E1828,Sarah Petty,Technical,3.5
E1829,Brittney Walker,Technical,4.5
E1830,Chad Rogers,Technical,3
E1831,Eduardo Alexander,Technical,1.5
E1832,William Cook,Technical,4.5
E1833,Scott Allen,Technical,1.5
E1834,Hannah Castro,Technical,4
E1835,Donald Nguyen,Technical,4.5
E1836,Steven Mccoy,Technical,1
E1837,Ricky James,Technical,3.5
E1838,Megan Bullock,Technical,5
E1839,Richard Bridges,Technical,4
E1840,Jeff Bean,Technical,3.5
E1841,Sarah Small,Technical,3
E1842,Nicholas Allen,Technical,1
E1843,Jennifer Bray,Technical,3.5
E1844,Madison Cook,Technical,2.5
E1845,Michael Wu,Technical,5
E1846,Robert Potter,Technical,4
E1847,Thomas Lopez,Technical,3.5
E1848,Mary Lee,Technical,1
E1849,Kayla Peters,Technical,3
E1850,Jill Powell,Technical,4
E1851,Angela Wheeler,Technical,5
E1852,Marcus Gilbert,Technical,1
E1853,Kyle Turner,Technical,1
E1854,William Ortiz,Technical,5
E1855,Linda Gibson,Technical,3
E1856,Whitney Price,Technical,2
E1857,Heather Kennedy,Technical,1.5
E1858,Veronica Duran,Technical,2.5
E1859,Randy Skinner,Technical,3.5
E1860,Michelle Brown,Technical,4.5
E1861,Sarah Stephens,Technical,5
E1862,Dr. Kari Fitzgerald,Technical,1
E1863,Joel Williams,Technical,1
E1864,Katie Mcgee,Technical,1.5
E1865,Benjamin Frank,Technical,3.5
E1866,Kevin Hoffman,Technical,2.5
E1867,Joseph Peck Jr.,Technical,3.5
E1868,Amanda Walters,Technical,4.5
E1869,Gregory White,Technical,4.5
E1870,Zachary Strong,Technical,4
E1871,Nancy Smith,Technical,3
E1872,Renee Harris,Technical,1.5
E1873,Thomas Lynn,Technical,4
E1874,Dana Haas,Technical,4
E1875,Deanna Gibson,Technical,3
E1876,Penny Carlson,Technical,2.5
E1877,Danielle Davis,Technical,1.5
E1878,Nicole Mcdonald,Technical,4
E1879,Logan Guzman,Technical,2
E1880,John Flores,Technical,4.5
E1881,Sherry Richardson,Technical,3
E1882,Deanna Allen,Technical,2
E1883,Diane Romero,Technical,2
E1884,Tracy Short,Technical,4
E1885,Shannon Jones,Technical,4
E1886,Jennifer Barnett,Technical,5
E1887,John Barker,Technical,3.5
E1888,Matthew Jacobson,Technical,3
E1889,Jacob Day,Technical,1.5
E1890,Kristina Robertson,Technical,5
E1891,Heather Fox,Technical,4
E1892,Jasmine Sanchez,Technical,5
E1893,Whitney Hensley,Technical,2.5
E1894,Charles Ballard,Technical,1.5
E1895,Elizabeth Meyer,Technical,3
E1896,Chase Ortiz,Technical,3.5
E1897,Justin Stanley,Technical,2.5
E1898,Kristopher Barron,Technical,3.5
E1899,Mr. Jacob Boyd Jr.,Technical,1.5
E1900,Destiny Chavez,Technical,2
E1901,Ashley Perez,Technical,3
E1902,Angela Osborne,Technical,1
E1903,Kevin Andrews Jr.,Technical,2
E1904,Eric Cortez,Technical,2.5
E1905,Heather Martinez,Technical,4.5
E1906,Alejandro Grant,Technical,4
E1907,Kelsey Shaffer,Technical,1
E1908,Jack Foster,Technical,5
E1909,Timothy Young,Technical,2
E1910,Taylor Nichols,Technical,1.5
E1911,Christopher Goodwin,Technical,2.5
E1912,Andrew Lucero,Technical,3
E1913,Brenda Carter,Technical,1
E1914,James Hopkins,Technical,5
E1915,Veronica Bautista,Technical,1.5
E1916,Connor Clark,Technical,1.5
E1917,Sherri Doyle,Technical,4.5
E1918,Richard Frey,Technical,5
E1919,Erin Thompson,Technical,4.5
E1920,Wendy King,Technical,1
E1921,Alexander Thompson,Technical,5
E1922,Paul Gordon,Technical,2
E1923,Michelle Nelson,Technical,2.5
E1924,Vickie Baker,Technical,1.5
E1925,Matthew Clark,Technical,5
E1926,Vanessa Horn,Technical,2.5
E1927,Joseph Johnson,Technical,2.5
E1928,Sarah Davenport,Technical,4
E1929,Nicholas Gonzales,Technical,4
E1930,Regina Eaton,Technical,2.5
E1931,Mr. Peter James,Technical,3.5
E1932,Amy Young,Technical,1.5
E1933,Sandy Davidson,Technical,3.5
E1934,Teresa Reynolds,Technical,3
E1935,Becky Anderson,Technical,2
E1936,Benjamin Rice,Technical,3.5
E1937,Ashley Hanson,Technical,4
E1938,Scott Johnson,Technical,2
E1939,John Meyer,Technical,2.5
E1940,Danielle Mccall,Technical,4
E1941,Victor Lee,Technical,3
E1942,Patricia Cochran,Technical,2.5
E1943,Kenneth Marks,Technical,1
E1944,Ashlee Norris,Technical,1
E1945,Travis Williams,Technical,4
E1946,Thomas Spence,Technical,5
E1947,Lindsay Nelson,Technical,2
E1948,John Williams,Technical,5
E1949,Elizabeth Thompson,Technical,4
E1950,Jose Hunter,Technical,3
E1951,Jesse Pena,Technical,2.5
E1952,Jeremiah Morgan,Technical,3.5
E1953,Katie Jenkins,Technical,1
E1954,Steven Brown,Technical,3
E1955,Ms. Wendy Morgan MD,Technical,5
E1956,Brian Shepard,Technical,2
E1957,Kenneth Smith,Technical,5
E1958,Melissa Brown,Technical,4.5
E1959,Brad Reed,Technical,3.5
E1960,Virginia Davies,Technical,1.5
E1961,Stephen Jones,Technical,3
E1962,Diane Sheppard,Technical,1.5
E1963,Rachel Holden,Technical,4.5
E1964,Jaime Deleon,Technical,5
E1965,Daniel Alvarez,Technical,1
E1966,Anthony Klein,Technical,3
E1967,Samantha Franklin,Technical,4.5
E1968,Keith Jackson,Technical,1
E1969,Tiffany Stevens,Technical,1
E1970,Deborah Chaney,Technical,1
E1971,Paige Nguyen,Technical,1
E1972,Kevin Irwin,Technical,5
E1973,Loretta Hutchinson,Technical,4
E1974,Logan Gibson,Technical,3.5
E1975,Joseph Logan,Technical,3
E1976,Shawn Carter,Technical,2.5
E1977,Joanna Carrillo,Technical,3
E1978,Alexander Brown,Technical,4
E1979,Luke Williams,Technical,5
E1980,Dwayne Galloway,Technical,4
E1981,Michael Weber,Technical,4
E1982,Tina Simpson,Technical,4.5
E1983,Anne Martinez,Technical,2.5
E1984,Justin Wood,Technical,1
E1985,Tina Tanner,Technical,1
E1986,Linda Carter,Technical,1
E1987,James Bates,Technical,1
E1988,Andrew Mcdowell,Technical,1
E1989,Roy Young,Technical,4.5
E1990,Maria Powell,Technical,3.5
E1991,Scott West,Technical,1
E1992,Eric Odonnell,Technical,1.5
E1993,Kaylee Lewis,Technical,5
E1994,Darrell Cox,Technical,2.5
E1995,Kevin Smith,Technical,4
E1996,Dawn Fields,Technical,4
E1997,Melissa Cowan,Technical,1
E1998,Kevin Taylor,Technical,2
E1999,Jason Walton,Technical,5
E2000,Paul Carlson,Technical,2.5
E0001,Christine Haas,Communication,1
E0002,Erik Nelson,Communication,2.5
E0003,Kevin Jackson,Communication,4
E0004,Andrew Butler,Communication,2
E0005,Kimberly Turner,Communication,1.5
E0006,Jeffrey Novak,Communication,5
E0007,Ashley Estrada,Communication,1
E0008,Kevin Cook,Communication,1
E0009,Paul Sweeney,Communication,1.5
E0010,Andrew Williams,Communication,1.5
E0011,Daniel Carter,Communication,3.5
E0012,Deborah Zimmerman,Communication,2.5
E0013,Jason Phillips,Communication,1
E0014,Brian Wade Jr.,Communication,2
E0015,Nicole Riggs,Communication,5
E0016,Kayla Mcfarland,Communication,3
E0017,Amber Coleman,Communication,3
E0018,Mrs. Gina Lee,Communication,3.5
E0019,Terri Johnston,Communication,3.5
E0020,Steve Black,Communication,4
E0021,Samuel Petersen,Communication,5
E0022,Jennifer Delgado,Communication,2.5
E0023,Michael Holmes,Communication,3
E0024,Lawrence Allen,Communication,4.5
E0025,Kevin Hughes,Communication,2.5
E0026,Craig Carter,Communication,3.5
E0027,Mary Swanson,Communication,1.5
E0028,Erin Kennedy,Communication,4.5
E0029,Christopher Parker MD,Communication,5
E0030,Laura Jackson,Communication,1.5
E0031,Charles Jensen,Communication,1
E0032,Melody Campbell,Communication,2.5
E0033,Dr. Steven Robles,Communication,3
E0034,Eric Barker,Communication,3
E0035,Donald Cruz,Communication,5
E0036,Amy Carroll,Communication,5
E0037,Jacqueline Harris,Communication,1
E0038,John Pena,Communication,2
E0039,Isaac Benitez,Communication,3.5
E0040,James Bridges,Communication,3.5
E0041,Amy Gilbert,Communication,5
E0042,Patricia Valentine,Communication,4.5
E0043,Austin Johnson,Communication,1
E0044,Chris Conner,Communication,4.5
E0045,David Wu,Communication,2.5
E0046,Sarah James,Communication,2.5
E0047,Shannon Torres,Communication,2.5
E0048,Vanessa Dickson,Communication,3.5
E0049,Nathan Williams,Communication,2
E0050,Craig Schwartz,Communication,2
E0051,Michelle Graham,Communication,5
E0052,Kathleen Sanders,Communication,4
E0053,Robert Gentry,Communication,5
E0054,Lori Newman,Communication,1
E0055,Troy Ingram,Communication,3.5
E0056,Ryan King,Communication,5
E0057,Charles Moody,Communication,1
E0058,Kevin Fowler,Communication,3.5
E0059,Amanda Jimenez,Communication,4
E0060,Brian Haynes,Communication,5
E0061,David Spencer,Communication,4
E0062,Danielle Mendez,Communication,3.5
E0063,Dylan Morgan,Communication,4
E0064,Dawn Davis,Communication,3
E0065,Kimberly Prince,Communication,2
E0066,Philip Jenkins,Communication,3.5
E0067,Laura Wallace,Communication,4
E0068,Andres Norris,Communication,1
E0069,Lori Wilson,Communication,1
E0070,Jordan Beck,Communication,3.5
E0071,Bryan Lewis,Communication,4
E0072,Deborah Moore,Communication,1
E0073,Jesus Johnson,Communication,1.5
E0074,Amy Shelton,Communication,3
E0075,Anna Williams,Communication,3
E0076,David Ortiz,Communication,1.5
E0077,Thomas Anderson,Communication,3
E0078,Jennifer Thomas,Communication,3.5
E0079,Anthony Mcdonald,Communication,3
E0080,Roy Dennis,Communication,3.5
E0081,Heather Martin,Communication,4.5
E0082,Brian Young,Communication,2
E0083,Ryan Chaney,Communication,1
E0084,Richard Ramirez,Communication,4
E0085,Andrew Wagner,Communication,1
E0086,Rodney Boyd,Communication,3
E0087,Sherry Ramirez,Communication,3.5
E0088,Brian Cole,Communication,1
E0089,Mr. Kevin Kelly,Communication,4
E0090,Jessica Lewis,Communication,4.5
E0091,Felicia Brown,Communication,5
E0092,Adam Huynh,Communication,3.5
E0093,Jay Maddox,Communication,1.5
E0094,Walter Houston,Communication,2
E0095,Jennifer Fox,Communication,1.5
E0096,Randall Gray,Communication,1.5
E0097,Nicole Melton,Communication,4
E0098,Mrs. Jessica Brown,Communication,3
E0099,Donna Thompson,Communication,2
E0100,Charles Jarvis,Communication,2.5
E0101,Dana Nguyen,Communication,1.5
E0102,Heather Richardson,Communication,1
E0103,Denise Smith,Communication,3
E0104,Cameron Gonzales,Communication,3
E0105,Amy Johnson,Communication,5
E0106,Daniel Walker,Communication,1
E0107,Mr. Michael Myers DDS,Communication,1.5
E0108,Sara Anderson,Communication,3
E0109,Pamela Crawford,Communication,2
E0110,Joseph Bailey,Communication,3
E0111,Mrs. Carla Gonzalez MD,Communication,1.5
E0112,Joseph Hodge,Communication,4
E0113,Theresa Lowe,Communication,3
E0114,Bill Wilson,Communication,2
E0115,Sheri Coleman,Communication,1.5
E0116,Joshua White,Communication,3
E0117,Terri Allen,Communication,2.5
E0118,John Thomas,Communication,1
E0119,Lauren Anderson,Communication,5
E0120,Nicholas Swanson,Communication,4
E0121,Christine Wallace,Communication,1
E0122,Kevin Bass,Communication,1
E0123,Loretta Mcintyre,Communication,2
E0124,David Stewart,Communication,4.5
E0125,Susan Lewis,Communication,1
E0126,Gwendolyn Mitchell,Communication,3
E0127,Jerry Miller,Communication,3.5
E0128,Marc Stewart,Communication,2.5
E0129,Michael Smith,Communication,2
E0130,Chase Murray,Communication,2
E0131,Mark Singleton,Communication,4.5
E0132,Kayla Kelly,Communication,3.5
E0133,Kevin Tucker,Communication,5
E0134,Erika Wang,Communication,3
E0135,Misty Ortiz,Communication,2.5
E0136,Crystal Humphrey,Communication,3
E0137,Edwin Davis,Communication,2.5
E0138,Elizabeth Heath,Communication,2.5
E0139,Matthew Wong,Communication,4.5
E0140,Geoffrey Zimmerman,Communication,4.5
E0141,Stephanie Oconnor,Communication,4.5
E0142,Adrian Glenn,Communication,2
E0143,Michael Ellis,Communication,2.5
E0144,Karen Mccarthy,Communication,4
E0145,Cody Delacruz,Communication,1.5
E0146,Melissa Ingram,Communication,1
E0147,Kari Powell,Communication,2
E0148,Dylan Torres,Communication,5
E0149,Manuel Stephens,Communication,1.5
E0150,Robert Flores,Communication,4
E0151,Jacqueline Phillips,Communication,1.5
E0152,Alexis Morris,Communication,1
E0153,Alan Nash,Communication,1
E0154,Mary Peterson,Communication,2
E0155,John Smith,Communication,5
E0156,Alexander Robertson,Communication,5
E0157,Matthew Randall,Communication,1
E0158,Daniel Castillo,Communication,3.5
E0159,Jessica Mcdonald,Communication,1
E0160,Desiree Franco,Communication,3.5
E0161,Kara Jackson,Communication,1.5
E0162,Autumn Mcconnell,Communication,4.5
E0163,Emily Garcia,Communication,2
E0164,Brian Cox,Communication,4.5
E0165,Lindsay Vasquez,Communication,3.5
E0166,James Casey,Communication,2.5
E0167,Stacey Martin,Communication,2
E0168,Erin Owens,Communication,4.5
E0169,Jason Richard,Communication,5
E0170,Lindsey Martin,Communication,2.5
E0171,Patrick Myers,Communication,3.5
E0172,Damon Beltran,Communication,3.5
E0173,John Ponce,Communication,4
E0174,Robert Flores,Communication,5
E0175,Laura Cole,Communication,1
E0176,Christina Miller,Communication,4.5
E0177,Edward Johnson,Communication,3.5
E0178,Crystal Taylor,Communication,1
E0179,Maria Rodriguez,Communication,2.5
E0180,Jacob Roy,Communication,5
E0181,Larry White,Communication,1
E0182,Jonathan Christensen,Communication,1.5
E0183,Jon Thomas,Communication,3
E0184,Helen Perkins,Communication,1.5
E0185,Tommy Hall,Communication,1.5
E0186,Rebecca Gonzalez,Communication,4
E0187,Anthony Ho,Communication,5
E0188,Gabriel Long,Communication,3
E0189,Jill Ortiz,Communication,3
E0190,Melissa Orr,Communication,1
E0191,Cody Hughes,Communication,4
E0192,Brittney Greene,Communication,4
E0193,Dorothy Miller,Communication,2
E0194,Thomas Navarro,Communication,4.5
E0195,Kathleen Clark,Communication,1.5
E0196,Mark Young,Communication,2.5
E0197,David Harris,Communication,4.5
E0198,Donna Sanders,Communication,4
E0199,Jonathan Mitchell,Communication,3
E0200,Shannon Williams,Communication,2.5
E0201,Lisa Diaz,Communication,2.5
E0202,Richard Bailey,Communication,2.5
E0203,Timothy Mack,Communication,2
E0204,Timothy Lynch,Communication,3
E0205,Derek Wilkins,Communication,2
E0206,Brad Khan,Communication,4.5
E0207,Cody Mclaughlin,Communication,4.5
E0208,Timothy Snyder,Communication,3.5
E0209,Kenneth Price,Communication,3
E0210,Katrina Hoffman,Communication,3.5
E0211,Justin Garcia,Communication,3.5
E0212,Timothy Gray,Communication,2
E0213,Tyler Kramer,Communication,3.5
E0214,Heather Jones,Communication,1.5
E0215,Mario Weaver,Communication,2
E0216,Vanessa Bryant,Communication,2.5
E0217,Debbie Hubbard,Communication,2.5
E0218,Rachel Ali,Communication,4.5
E0219,Matthew Harris,Communication,4.5
E0220,Chloe Flynn,Communication,2.5
E0221,Kenneth Mooney,Communication,1.5
E0222,Maxwell White,Communication,1.5
E0223,Evan Ellis,Communication,3.5
E0224,Kevin Collins,Communication,2
E0225,Amy Bell,Communication,3.5
E0226,Kathy Miller,Communication,4.5
E0227,Brian Kim,Communication,2.5
E0228,Bradley Valenzuela,Communication,3
E0229,Jason Burton,Communication,2
E0230,Kelli Donovan,Communication,4.5
E0231,Katherine Williams,Communication,3
E0232,Donna Stewart,Communication,5
E0233,Kelly Hunt DVM,Communication,1
E0234,Jason Thomas,Communication,4
E0235,Thomas Hall,Communication,3
E0236,Bruce Edwards,Communication,4.5
E0237,Matthew Owen,Communication,4
E0238,Nancy Jenkins,Communication,4
E0239,John Perry,Communication,3.5
E0240,Steven Porter,Communication,3
E0241,Patrick Coleman,Communication,4.5
E0242,Jennifer Wright,Communication,2.5
E0243,Stephanie Delgado,Communication,1.5
E0244,James Miller,Communication,3.5
E0245,Brittany Hickman,Communication,3
E0246,Robin Anderson,Communication,1.5
E0247,Adrienne Aguilar,Communication,1.5
E0248,Scott Davis,Communication,4
E0249,Erin Pineda,Communication,2.5
E0250,Amy Giles,Communication,5
E0251,Alicia Peterson,Communication,2.5
E0252,Thomas Gutierrez,Communication,4
E0253,Michael Hooper,Communication,2.5
E0254,Katrina Deleon,Communication,2.5
E0255,Daniel Murphy,Communication,4.5
E0256,Michael Garcia,Communication,4
E0257,Lisa Paul MD,Communication,2
E0258,Theresa Ramirez,Communication,3
E0259,Emily Bell,Communication,3.5
E0260,Lisa Wolf,Communication,2.5
E0261,Jasmine Hernandez MD,Communication,3.5
E0262,Paul George,Communication,1.5
E0263,Daniel Lawrence,Communication,2
E0264,Katherine Perkins,Communication,4.5
E0265,Sandra Ramirez,Communication,3
E0266,Karen Thomas,Communication,1.5
E0267,April Lopez,Communication,3.5
E0268,James Logan,Communication,2.5
E0269,Joanna Knox MD,Communication,1
E0270,Jessica Pope,Communication,4.5
E0271,Mitchell Johnson,Communication,3
